ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile							30002659
42	Spiced Wine	42	14,500.00	400.00	400.01	400.00	0.00	400.00	400.01	140.00	99,385.11	223,835.94	1,400.01	76,648.31	71,619.00	1,400.01							
43	Antibiotics	43	124.00	333.00	333.00	333.00	0.00	333.00	333.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
44	Enriched Uranium	44	352,501.00	10,074.78	11,251.00	9,651.21	686.27	10,000.56	11,250.93	224,343.00	12,665.07	22,989.98	11,411.40	2,702.85	11,599.97	11,411.40							
45	Frozen Plant Seeds	45	100,000.00	50.02	50.02	50.02	0.00	50.02	50.02	19,448.00	99.99	99.99	99.88	0.05	99.99	99.99							
582	Bantam	582	51.00	196,969.02	196,969.03	196,969.02	0.01	196,969.02	196,969.02	616.00	389,773.56	507,585.00	297,000.00	64,849.56	388,499.95	297,125.00							
583	Condor	583	390.00	174,360.73	200,000.81	100,005.11	37,266.15	150,002.66	200,000.81	793.00	395,823.98	1,000,000.01	274,999.98	185,329.53	312,500.00	274,999.98							
584	Griffin	584	10,100.00	1,100.11	11,111.01	1,000.00	5,055.51	1,000.00	1,100.11	413.00	730,675.74	1,000,000.01	544,000.00	132,887.97	544,998.00	544,406.96							
585	Slasher	585	271.00	102,446.81	103,001.19	100,000.02	1,200.34	103,000.00	103,001.19	241.00	547,116.54	1,000,000.01	395,123.00	168,401.81	410,999.00	396,476.41							
586	Probe	586	300.00	197,000.04	197,000.04	197,000.04	0.00	197,000.04	197,000.04	436.00	527,518.82	5,999,999.00	320,000.00	1,440,868.15	499,950.80	385,023.52							
587	Rifter	587	230.00	87,913.68	201,007.20	20,000.00	66,792.85	100,000.01	201,007.20	595.00	476,468.76	1,000,000.01	277,899.00	167,394.03	457,000.01	323,636.23							
588	Reaper	588	1,000.00	101.11	101.11	101.11	0.00	101.11	101.11	13.00	46,384.53	90,000.00	4,999.95	29,659.78	61,500.00	4,999.95							
589	Executioner	589	212.00	182,108.52	321,000.01	40,800.02	114,452.09	110,450.13	321,000.01	400.00	419,562.08	1,000,000.01	380,123.00	157,048.63	382,499.95	382,265.53							
590	Inquisitor	590	112.00	308,142.87	309,000.01	296,000.00	5,312.46	309,000.01	309,000.01	155.00	29,867,415.49	500,000,000.01	498,000.00	241,771,569.90	250,500,000.01	498,000.00							
591	Tormentor	591	124.00	102,159.76	102,159.77	102,159.76	0.01	102,159.76	102,159.77	376.00	580,758.36	1,000,000.01	543,298.99	124,679.13	549,500.00	543,298.99							
592	Navitas	592	1,160.00	82,371.27	155,011.21	75,000.00	31,245.73	75,000.00	155,011.20	2,143.00	410,207.54	1,000,000.01	232,498.00	152,686.15	476,244.50	232,498.44							
593	Tristan	593	320.00	179,943.86	401,200.00	50,000.05	136,362.48	100,010.04	401,199.99	522.00	545,410.02	1,000,000.01	484,999.90	141,420.24	487,499.99	484,999.90							
594	Incursus	594	425.00	228,647.78	395,000.00	129,000.03	119,116.88	130,500.97	395,000.00	391.00	709,009.45	1,000,000.01	499,999.00	136,974.70	645,000.00	499,999.67							
596	Impairor	596	1,000.00	600.05	600.05	600.05	0.00	600.05	600.05	288.00	59,892.12	99,999.01	19,999.98	28,921.48	69,250.00	19,999.98							
597	Punisher	597	216.00	104,588.79	106,000.13	100,000.00	2,207.12	106,000.11	106,000.13	415.00	527,606.77	5,999,998.98	400,000.00	1,582,119.66	460,999.97	410,822.43							
598	Breacher	598	206.00	312,835.97	314,001.05	290,000.45	11,313.99	314,001.04	314,001.05	373.00	856,270.30	1,000,000.01	500,000.00	175,771.58	999,999.99	594,690.37							
599	Burst	599	256.00	121,410.18	197,875.13	100,000.00	48,937.57	100,000.00	197,875.13	386.00	309,372.00	1,000,000.01	212,999.00	219,887.20	269,749.30	212,999.42							
601	Ibis	601	1,000.00	203.00	203.00	203.00	0.00	203.00	203.00	619.00	59,010.90	70,000.00	10,000.00	19,540.57	68,000.00	46,899.79							
602	Kestrel	602	319.00	220,005.40	220,010.88	220,000.02	4.61	220,001.03	220,010.87	325.00	646,599.75	1,000,000.01	407,999.98	203,166.35	514,999.00	407,999.98							
603	Merlin	603	247.00	99,291.52	100,000.05	95,000.00	2,258.78	100,000.02	100,000.03	512.00	533,918.92	1,000,000.01	348,999.97	131,310.48	439,999.45	385,383.02							
605	Heron	605	10.00	125,999.00	125,999.00	125,999.00	0.00	125,999.00	125,999.00	431.00	534,830.00	2,418,000.01	380,000.00	410,600.19	519,998.99	382,999.39							
606	Velator	606	5,999.00	4,313.43	5,000.00	877.14	2,061.43	2,938.57	5,000.00	364.00	84,502.08	85,967.95	18,000.00	28,396.48	85,483.50	83,939.14							
607	Imicus	607	718.00	277,521.80	303,034.06	181,000.02	31,063.17	285,010.96	303,033.97	917.00	595,732.14	1,000,000.01	426,515.41	175,979.61	549,999.99	426,515.41							
608	Atron	608	1,176.00	191,838.71	220,320.96	65,000.08	43,531.47	208,000.01	220,320.94	1,000.00	430,812.00	1,000,000.01	365,000.00	224,732.03	370,000.00	365,000.00							
609	Maulus	609	430.00	261,140.00	413,001.00	103,000.02	123,283.62	280,000.10	413,001.00	667.00	700,340.76	1,000,000.01	606,997.98	103,074.22	699,999.99	606,997.98							
615	Immolator	615	4.00	133,250,000.00	177,000,000.01	2,000,000.00	82,495,791.14	177,000,000.00	177,000,000.01	1.00	251,000,000.00	251,000,000.00	251,000,000.00	0.00	251,000,000.00	251,000,000.00							
617	Echo	617	3.00	74,233,333.01	110,000,000.00	2,699,999.04	53,650,000.48	56,349,999.52	110,000,000.00	4.00	257,499,999.96	268,999,999.87	252,999,999.99	6,689,544.03	253,999,999.99	252,999,999.99							
620	Osprey	620	32.00	5,889,867.19	5,889,898.43	5,888,900.02	432.31	5,889,898.38	5,889,898.43	500.00	9,542,998.50	11,599,998.97	8,999,999.98	729,806.36	9,150,000.00	9,075,554.01							
621	Caracal	621	53.00	9,220,430.79	10,120,000.00	7,300,005.00	1,096,150.49	9,034,616.54	10,120,000.00	143.00	12,529,758.36	14,000,000.00	11,899,499.00	817,544.05	12,199,996.07	11,899,499.00							
622	Stabber	622	48.00	8,497,089.07	9,690,008.04	7,000,006.05	885,705.22	8,000,003.03	9,690,008.03	148.00	11,201,823.17	12,500,000.00	10,999,997.00	513,280.45	11,254,499.47	10,999,997.00							
623	Moa	623	81.00	8,884,948.94	9,001,023.05	6,500,000.00	613,016.44	9,000,010.72	9,001,023.03	52.00	12,249,993.81	12,250,000.00	12,249,992.00	3.19	12,249,992.97	12,249,992.87							
624	Maller	624	71.00	9,000,212.55	9,402,002.06	6,555,555.01	853,069.17	9,401,647.58	9,402,002.06	41.00	13,048,780.31	15,000,000.00	12,999,999.47	599,999.96	12,999,999.61	12,999,999.47							
625	Augoror	625	49.00	6,570,976.15	6,810,022.32	5,003,001.63	592,578.32	6,810,022.26	6,810,022.32	132.00	10,748,621.85	14,300,000.00	9,499,998.99	1,211,069.61	11,559,894.93	9,499,999.00							
626	Vexor	626	154.00	11,006,228.08	11,110,129.02	10,010,002.00	264,779.37	11,110,118.05	11,110,129.02	204.00	12,905,700.68	19,100,000.07	12,098,497.99	1,697,105.98	12,391,499.98	12,098,497.99							
627	Thorax	627	64.00	7,989,165.85	9,900,098.56	6,666,666.72	1,274,602.95	8,100,000.01	9,900,098.56	120.00	12,141,846.01	14,999,998.88	10,544,997.00	1,460,156.66	11,844,892.99	10,544,997.00							
628	Arbitrator	628	53.00	7,856,969.56	8,200,000.53	7,500,000.00	249,671.17	7,678,570.36	8,200,000.53	538.00	9,333,606.38	10,500,000.00	8,799,995.00	621,540.87	9,273,999.97	8,799,995.92							
629	Rupture	629	74.00	9,385,167.79	10,001,075.00	6,444,444.01	1,122,679.81	10,001,074.02	10,001,075.00	133.00	15,067,574.16	18,995,999.89	14,944,999.89	1,207,018.81	14,977,584.31	14,971,534.31							
630	Bellicose	630	22.00	8,500,002.39	8,500,002.63	8,500,000.00	1.32	8,500,001.32	8,500,002.63	296.00	9,011,531.02	9,387,666.63	8,999,996.98	152,476.87	9,049,998.49	8,999,996.98							
631	Scythe	631	45.00	7,516,588.78	8,200,001.42	5,444,445.01	1,069,042.40	8,200,001.41	8,200,001.42	528.00	8,522,929.95	9,265,499.95	8,499,869.98	286,864.86	8,500,000.00	8,499,869.98							
632	Blackbird	632	146.00	5,511,069.36	5,800,001.00	4,111,444.07	461,340.03	5,691,021.60	5,800,001.00	201.00	9,051,710.48	9,999,998.92	8,299,990.00	558,132.52	9,189,999.99	8,299,990.00							
633	Celestis	633	28.00	5,751,527.50	7,619,236.01	5,000,000.01	1,307,399.73	5,004,444.10	7,619,236.01	243.00	9,607,734.38	10,000,000.00	8,199,989.97	665,646.85	9,800,000.00	8,199,997.88							
634	Exequror	634	66.00	7,000,401.20	8,501,001.05	6,000,000.01	1,136,412.59	6,111,113.02	8,501,001.05	410.00	9,682,682.68	10,439,996.94	9,333,333.99	422,919.75	9,600,000.00	9,593,314.78							
638	Raven	638	49.00	173,484,892.60	181,009,200.03	140,000,001.02	8,950,682.18	178,002,002.47	181,009,200.03	40.00	196,858,841.86	204,000,000.00	192,699,999.99	3,983,478.10	194,698,998.98	192,700,000.00							
639	Tempest	639	23.00	170,334,066.22	174,004,010.17	155,000,000.02	4,913,161.35	174,004,000.00	174,004,010.16	22.00	217,557,797.68	344,871,564.15	210,200,000.00	43,513,153.15	211,099,997.49	210,200,000.00							
640	Scorpion	640	25.00	147,769,419.80	150,015,000.05	140,000,005.05	3,568,292.04	150,011,000.36	150,015,000.04	14.00	191,907,141.04	220,000,000.00	183,299,999.94	13,464,357.02	184,849,993.69	183,299,999.94							
641	Megathron	641	42.00	166,338,774.78	173,500,001.02	140,000,000.00	7,825,734.42	170,000,001.05	173,500,001.01	88.00	229,805,760.04	265,000,000.00	186,954,999.00	23,159,595.73	230,000,000.00	186,954,999.00							
642	Apocalypse	642	23.00	170,486,860.20	173,012,660.08	150,000,001.07	6,054,861.62	173,012,659.63	173,012,660.08	20.00	237,799,406.50	248,000,000.00	234,998,888.98	3,324,206.92	234,998,979.97	234,998,888.99							
643	Armageddon	643	19.00	188,949,886.33	196,255,004.00	150,000,000.00	13,296,760.23	196,253,002.02	196,255,004.00	61.00	216,389,116.11	247,999,999.97	213,000,000.00	10,380,438.67	213,912,004.99	213,000,000.00							
644	Typhoon	644	13.00	154,203,999.41	159,150,000.24	127,000,995.09	11,981,226.79	159,150,000.23	159,150,000.24	24.00	207,478,973.36	288,659,901.88	185,800,000.00	33,788,812.34	195,999,997.79	185,800,000.00							
645	Dominix	645	38.00	167,935,244.22	175,002,012.00	151,300,015.20	7,510,763.42	175,000,003.00	175,002,003.01	58.00	204,165,430.93	237,667,302.00	196,900,000.97	8,036,353.78	199,999,999.99	196,900,000.97							
648	Badger	648	319.00	627,673.05	680,212.05	453,340.00	65,937.51	599,010.16	680,212.05	63.00	1,874,543.16	2,499,999.80	1,180,212.05	379,110.24	2,000,000.00	1,341,351.85							
649	Tayra	649	135.00	903,146.96	906,003.78	900,001.09	2,873.28	903,051.98	906,003.77	101.00	1,433,762.51	1,694,999.99	1,299,999.72	163,711.91	1,323,999.00	1,299,999.98							
650	Nereus	650	628.00	367,351.71	426,099.89	322,000.36	37,025.36	400,143.58	426,093.55	773.00	1,234,594.43	1,999,999.97	890,000.00	302,844.33	1,159,999.99	943,947.25							
651	Hoarder	651	171.00	712,338.67	712,338.71	712,334.78	1.84	712,338.71	712,338.71	69.00	1,383,530.53	1,500,000.00	884,999.99	259,167.09	1,499,995.00	885,000.00							
652	Mammoth	652	98.00	563,643.51	571,521.05	555,765.98	6,302.00	571,520.80	571,521.05	70.00	1,726,856.97	1,737,998.82	1,725,000.00	6,499.41	1,731,499.41	1,725,000.00							
653	Wreathe	653	331.00	567,645.52	596,000.15	510,713.65	31,513.11	595,940.26	596,000.15	70.00	853,201.74	1,095,000.00	839,868.00	115,033.80	839,868.83	839,868.00							
654	Kryos	654	205.00	1,116,537.96	1,220,351.02	958,007.14	104,707.90	1,170,345.79	1,220,351.02	84.00	2,465,892.29	2,958,008.02	2,445,563.00	223,140.30	2,445,563.99	2,445,563.00							
655	Epithal	655	242.00	484,195.03	600,006.00	400,000.01	72,670.10	472,660.57	586,038.84	927.00	1,032,324.08	1,168,897.27	980,899.90	49,042.94	1,049,999.98	980,899.90							
656	Miasmos	656	164.00	762,536.12	1,200,002.08	500,010.74	289,377.80	500,010.74	1,200,002.08	354.00	1,621,713.83	1,899,999.99	1,473,976.97	161,696.06	1,473,993.75	1,473,976.97							
657	Iteron Mark V	657	578.00	1,018,304.93	1,342,130.06	540,315.02	281,298.52	1,310,000.07	1,342,130.04	511.00	1,834,986.33	3,130,102.56	1,642,962.00	350,093.16	1,648,000.00	1,642,962.69							
672	Caldari Shuttle	672	5,608.00	7,600.11	10,010.11	1,000.01	4,414.00	10,010.05	10,010.11	171.00	18,611.64	21,500.00	17,297.99	1,958.22	17,399.50	17,298.00							
1223	Bistot	1223	550,000.00	182.74	2,000.00	1.01	999.50	1.01	2,000.00	2,153.00	4,633.71	4,999.97	4,500.00	192.02	4,699.98	4,500.00							
1224	Pyroxeres	1224	16,000,000.00	43.53	48.22	33.53	5.39	48.08	48.22	161,689.00	63.98	63.98	63.98	0.00	63.98	63.98							
1225	Crokite	1225	200,000.00	1,800.01	1,800.01	1,800.00	0.00	1,800.01	1,800.01	336.00	6,000.00	6,000.00	6,000.00	0.00	6,000.00	6,000.00							
1226	Jaspet	1226	1,300,000.00	305.22	305.25	305.21	0.02	305.21	305.25	5,000.00	590.00	590.00	590.00	0.00	590.00	590.00							
1227	Omber	1227	34,700,000.00	74.79	90.02	65.24	11.56	65.39	90.02	4,016,204.00	209.64	217.57	120.00	35.00	217.57	120.00							
1228	Scordite	1228	293,000,003.00	24.84	26.33	22.40	1.31	25.25	26.33	6,008,866.00	29.17	85.00	26.34	18.17	27.19	26.34							
1229	Gneiss	1229	270,000.00	1,125.18	1,261.00	1,016.65	114.96	1,016.65	1,261.00	800.00	1,999.99	1,999.99	1,999.99	0.00	1,999.99	1,999.99							
1230	Veldspar	1230	136,000,001.00	16.60	16.76	15.95	0.40	16.36	16.75	13,691,404.00	19.21	19.59	18.02	0.51	19.59	18.18							
1231	Hemorphite	1231	462,000.00	646.64	721.51	421.01	132.99	720.26	721.51	2,714.00	1,000.00	1,000.00	1,000.00	0.00	1,000.00	1,000.00							
1232	Dark Ochre	1232	100,000.00	1,100.00	1,100.00	1,100.00	0.00	1,100.00	1,100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
1944	Bestower	1944	0.00	0.00	0.00	0.00	0.00	0.00	0.00	235.00	1,586,331.02	2,599,999.67	1,397,999.99	317,818.69	1,478,976.19	1,397,999.99							
2006	Omen	2006	10.00	8,000,000.00	8,000,000.00	8,000,000.00	0.00	8,000,000.00	8,000,000.00	80.00	11,323,133.94	14,999,968.95	10,445,000.00	1,114,422.98	11,049,968.00	10,449,249.15							
2073	Microorganisms	2073	10,999,999.00	0.53	0.70	0.51	0.09	0.51	0.70	34,106,224.00	8.88	10.00	2.24	2.78	10.00	2.24							
2078	Zephyr	2078	29.00	20,796,821.21	25,500,051.01	35,465.55	8,050,655.68	22,000,100.99	25,500,051.01	167.00	87,721,522.82	93,336,610.43	40,899,989.89	17,623,427.95	93,336,610.43	40,899,989.90							
2161	Crucifier	2161	210.00	283,333.38	331,000.01	240,000.08	42,897.78	240,000.09	331,000.01	686.00	478,515.10	1,000,000.01	352,000.00	169,348.64	499,500.00	354,239.11							
2267	Base Metals	2267	37,000,000.00	1.85	2.35	1.26	0.50	1.76	2.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2268	Aqueous Liquids	2268	104,000,000.00	0.60	1.00	0.56	0.16	0.59	0.63	8,261,786.00	2.91	3.00	1.80	0.59	2.99	1.80							
2270	Noble Metals	2270	42,000,000.00	1.92	2.60	1.18	0.56	2.56	2.59	14,246,652.00	14.83	15.00	12.25	1.12	15.00	12.81							
2272	Heavy Metals	2272	30,900,000.00	1.14	1.31	1.05	0.12	1.05	1.31	11,792,522.00	3.59	3.75	3.37	0.16	3.68	3.37							
2286	Planktic Colonies	2286	10,599,999.00	1.46	3.01	1.37	0.77	1.37	3.00	2,832,329.00	10.70	11.00	9.99	0.50	11.00	9.99							
2287	Complex Organisms	2287	12,499,999.00	2.29	5.00	1.66	1.38	1.66	4.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2288	Carbon Compounds	2288	104,433,000.00	0.60	0.83	0.41	0.16	0.57	0.83	50,019,136.00	8.52	10.00	1.60	3.25	10.00	1.84							
2305	Autotrophs	2305	3,500,000.00	3.17	3.50	3.11	0.20	3.11	3.50	22,296.00	6.00	6.00	6.00	0.00	6.00	6.00							
2306	Non-CS Crystals	2306	43,500,000.00	3.06	5.00	2.26	1.00	3.11	4.52	1,083,319.00	10.00	10.00	10.00	0.00	10.00	10.00							
2307	Felsic Magma	2307	15,155,555.00	1.98	3.06	0.35	0.92	2.01	3.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2308	Suspended Plasma	2308	17,000,000.00	1.68	2.00	0.82	0.50	1.72	2.00	2,941,410.00	6.50	8.00	5.75	0.89	6.07	5.75							
2309	Ionic Solutions	2309	39,100,000.00	1.13	1.71	1.04	0.30	1.05	1.71	12,410,587.00	4.31	4.49	4.24	0.12	4.37	4.24							
2310	Noble Gas	2310	130,000,000.00	0.50	1.51	0.31	0.57	0.32	1.51	29,722,363.00	3.67	4.70	1.80	0.97	3.70	1.95							
2311	Reactive Gas	2311	700,000.00	2.74	3.01	1.20	0.85	3.00	3.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2312	Supertensile Plastics	2312	195,520.00	8,673.47	10,000.00	3,000.07	1,838.76	9,605.51	9,699.27	13,340.00	14,585.04	14,598.99	14,579.99	7.83	14,584.45	14,579.99							
2317	Oxides	2317	352,700.00	5,837.88	6,666.00	2,001.00	1,182.66	6,610.00	6,626.79	111,232.00	11,121.30	12,899.90	10,984.73	752.76	11,000.00	10,988.41							
2319	Test Cultures	2319	237,700.00	4,557.95	6,100.00	3,626.60	669.37	5,118.00	5,669.02	103,465.00	8,056.80	15,645.64	7,449.00	2,011.25	7,988.99	7,449.00							
2321	Polyaramids	2321	216,200.00	7,768.37	12,000.07	5,180.45	2,029.60	6,561.10	12,000.07	1,985.00	39,999.00	40,000.00	39,999.00	0.50	39,999.50	39,999.00							
2327	Microfiber Shielding	2327	275,500.00	10,027.25	16,004.99	6,000.00	3,518.03	8,100.93	16,004.09	14,987.00	40,154.80	45,000.00	37,500.00	3,750.00	41,250.00	37,500.00							
2328	Water-Cooled CPU	2328	252,000.00	3,415.23	5,162.07	2,002.00	1,177.26	3,185.26	5,162.05	11,000.00	11,776.92	11,990.00	11,000.00	415.76	11,940.00	11,000.00							
2329	Biocells	2329	253,950.00	8,156.85	9,620.01	6,550.05	1,231.29	7,358.75	9,620.01	75,431.00	11,706.56	13,995.99	10,995.91	912.38	11,777.00	10,996.09							
2344	Condensates	2344	31,500.00	39,889.31	59,001.00	1,000.00	21,187.37	57,001.07	59,000.05	3,459.00	77,895.05	85,000.00	74,999.97	3,878.15	75,000.00	74,999.97							
2345	Camera Drones	2345	5,500.00	73,097.57	90,009.03	1,000.00	30,943.98	90,008.10	90,009.03	12,358.00	143,171.86	149,999.95	125,000.00	8,501.89	148,999.00	125,000.00							
2346	Synthetic Synapses	2346	23,357.00	78,996.40	82,001.01	74,600.03	2,212.28	78,008.07	82,001.01	26,727.00	97,621.16	129,999.99	89,999.00	12,041.39	91,000.02	89,999.00							
2348	Gel-Matrix Biopaste	2348	8,050.00	92,605.22	102,003.00	12,400.00	29,385.12	91,707.01	102,003.00	21,745.00	134,790.25	154,977.93	123,988.94	9,823.68	139,987.85	123,998.08							
2349	Supercomputers	2349	21,400.00	92,477.15	110,000.00	85,001.00	10,273.59	85,001.00	100,384.63	9,149.00	148,466.00	240,000.00	134,998.98	30,242.53	138,999.88	134,998.98							
2351	Smartfab Units	2351	15,132.00	81,414.04	90,100.22	75,000.26	7,056.08	76,601.48	90,100.22	200.00	126,000.00	126,000.00	126,000.00	0.00	126,000.00	126,000.00							
2352	Nuclear Reactors	2352	13,384.00	79,462.72	80,002.01	78,860.11	359.64	79,500.01	80,002.00	2,960.00	114,632.96	129,000.00	110,000.00	8,221.46	119,489.99	110,000.00							
2354	Neocoms	2354	126,400.00	9,974.52	72,020.29	2,610.29	26,480.88	2,610.29	71,829.10	11,830.00	160,321.21	256,899.00	90,000.00	48,124.42	159,999.99	109,905.50							
2358	Biotech Research Reports	2358	66,400.00	28,537.14	117,001.00	601.03	49,743.99	601.03	117,001.00	5,109.00	186,021.29	190,000.00	134,999.00	21,754.85	190,000.00	160,170.63							
2360	Industrial Explosives	2360	13,000.00	47,016.72	50,102.02	10,000.00	16,040.61	50,101.06	50,102.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2361	Hermetic Membranes	2361	12,200.00	124,476.44	140,000.14	66,001.01	25,446.71	135,000.37	140,000.14	162.00	189,888.00	189,888.00	189,888.00	0.00	189,888.00	189,888.00							
2366	Hazmat Detection Systems	2366	18,400.00	74,316.33	94,000.00	70,001.36	11,670.75	70,001.36	94,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2367	Cryoprotectant Solution	2367	11,193.00	99,787.93	111,335.95	50,000.05	23,879.42	95,005.02	111,335.95	3,883.00	191,572.83	198,997.93	188,997.33	4,000.23	188,997.36	188,997.33							
2368	Broken Organic Mortar Applicators	2368	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2369	Broken Sterile Conduits	2369	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2371	Broken Nano-Factory	2371	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2373	Broken Self-Harmonizing Power Core	2373	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2374	Broken Recursive Computing Module	2374	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2375	Broken Broadcast Node	2375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2376	Broken Integrity Response Drones	2376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2377	Broken Wetware Mainframe	2377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2389	Plasmoids	2389	2,850,000.00	339.46	453.00	201.26	92.26	318.06	453.00	1,408,519.00	595.14	760.00	509.00	74.86	575.00	509.00							
2390	Electrolytes	2390	5,221,000.00	413.94	487.14	201.26	90.30	433.00	487.09	1,742,677.00	550.92	899.00	513.87	137.91	522.64	513.87							
2392	Oxidizing Compound	2392	4,231,480.00	568.35	614.00	285.52	108.63	612.84	614.00	619,116.00	1,473.73	12,999.00	1,159.99	3,800.84	1,525.00	1,281.57							
2393	Bacteria	2393	7,183,820.00	247.88	350.00	152.80	71.74	301.46	321.36	1,679,576.00	432.53	690.00	359.00	118.72	415.99	359.00							
2395	Proteins	2395	3,414,980.00	663.20	1,250.00	300.06	315.75	566.00	1,200.79	246,941.00	1,824.08	1,850.00	1,699.00	53.24	1,849.47	1,783.66							
2396	Biofuels	2396	6,470,000.00	144.65	210.00	87.34	39.64	138.91	210.00	1,810,953.00	411.43	499.98	210.17	82.63	446.31	242.55							
2397	Industrial Fibers	2397	4,421,500.00	560.99	1,000.00	250.30	208.05	700.00	748.06	183,175.00	1,653.21	1,726.68	1,599.99	49.00	1,599.99	1,599.99							
2398	Reactive Metals	2398	5,226,521.00	316.47	410.07	161.02	69.14	332.00	410.06	1,472,926.00	524.44	650.00	444.90	68.53	549.10	446.15							
2399	Precious Metals	2399	5,202,518.00	470.91	551.32	226.18	77.35	500.00	551.28	1,883,363.00	744.57	1,296.02	697.81	138.28	697.95	697.81							
2400	Toxic Metals	2400	3,406,452.00	354.74	479.00	183.44	124.17	470.52	479.00	2,276,620.00	600.43	1,099.00	484.97	148.24	549.97	484.97							
2401	Chiral Structures	2401	5,593,298.00	635.45	802.35	302.04	125.70	705.00	802.35	65,654.00	1,117.45	1,165.99	989.00	80.97	1,165.99	999.78							
2463	Nanites	2463	188,000.00	4,682.87	4,901.00	4,500.00	161.09	4,800.00	4,900.17	81,453.00	9,038.99	13,729.98	5,889.98	2,749.02	8,562.49	5,889.99							
2834	Utu	2834	1.00	35,000,000.00	35,000,000.00	35,000,000.00	0.00	35,000,000.00	35,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2836	Adrestia	2836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
2863	Primae	2863	63.00	3,730,803.77	6,000,001.02	13,495.55	2,419,703.06	2,250,005.51	6,000,001.02	26.00	14,402,002.00	44,000,000.00	11,499,999.98	10,794,639.62	11,500,000.00	11,499,999.98							
